Controller,Rule,Input Variable 1,Input Set 1,Modifier,Input Variable 2,Input Set 2,Output Value
4646,0,0,0,AND,1,0,0.409558
4646,1,0,0,AND,1,1,2.96915
4646,2,0,0,AND,1,2,8.73592
4646,3,0,1,AND,1,0,8.99411
4646,4,0,1,AND,1,1,1.23142
4646,5,0,1,AND,1,2,1.49541
4646,6,0,2,AND,1,0,4.81826
4646,7,0,2,AND,1,1,0.468764
4646,8,0,2,AND,1,2,7.53349
4647,0,0,0,AND,1,0,4.73281
4647,1,0,0,AND,1,1,2.63253
4647,2,0,0,AND,1,2,7.86432
4647,3,0,1,AND,1,0,8.75423
4647,4,0,1,AND,1,1,0.407422
4647,5,0,1,AND,1,2,2.8254
4647,6,0,2,AND,1,0,9.95148
4647,7,0,2,AND,1,1,0.0149541
4647,8,0,2,AND,1,2,5.39201
4648,0,0,0,AND,1,0,8.40175
4648,1,0,0,AND,1,1,2.87301
4648,2,0,0,AND,1,2,9.03867
4648,3,0,1,AND,1,0,6.60634
4648,4,0,1,AND,1,1,2.52876
4648,5,0,1,AND,1,2,2.80801
4648,6,0,2,AND,1,0,4.08246
4648,7,0,2,AND,1,1,0.383618
4648,8,0,2,AND,1,2,2.66305
4649,0,0,0,AND,1,0,3.63689
4649,1,0,0,AND,1,1,2.94687
4649,2,0,0,AND,1,2,7.82739
4649,3,0,1,AND,1,0,8.01538
4649,4,0,1,AND,1,1,0.432752
4649,5,0,1,AND,1,2,1.90588
4649,6,0,2,AND,1,0,6.10736
4649,7,0,2,AND,1,1,0.583514
4649,8,0,2,AND,1,2,1.92328
4650,0,0,0,AND,1,0,9.31242
4650,1,0,0,AND,1,1,2.40822
4650,2,0,0,AND,1,2,7.21458
4650,3,0,1,AND,1,0,4.24635
4650,4,0,1,AND,1,1,3.10678
4650,5,0,1,AND,1,2,2.05756
4650,6,0,2,AND,1,0,8.23969
4650,7,0,2,AND,1,1,0.660421
4650,8,0,2,AND,1,2,7.22007
4651,0,0,0,AND,1,0,8.40175
4651,1,0,0,AND,1,1,2.87301
4651,2,0,0,AND,1,2,9.03867
4651,3,0,1,AND,1,0,9.50804
4651,4,0,1,AND,1,1,0.612812
4651,5,0,1,AND,1,2,2.80801
4651,6,0,2,AND,1,0,3.0549
4651,7,0,2,AND,1,1,1.83477
4651,8,0,2,AND,1,2,2.68502
4652,0,0,0,AND,1,0,8.40175
4652,1,0,0,AND,1,1,2.87301
4652,2,0,0,AND,1,2,9.03867
4652,3,0,1,AND,1,0,8.96054
4652,4,0,1,AND,1,1,2.14118
4652,5,0,1,AND,1,2,3.49467
4652,6,0,2,AND,1,0,1.08982
4652,7,0,2,AND,1,1,1.67852
4652,8,0,2,AND,1,2,6.21632
4653,0,0,0,AND,1,0,7.87866
4653,1,0,0,AND,1,1,1.14933
4653,2,0,0,AND,1,2,9.89624
4653,3,0,1,AND,1,0,7.44896
4653,4,0,1,AND,1,1,0.608539
4653,5,0,1,AND,1,2,4.33882
4653,6,0,2,AND,1,0,3.16324
4653,7,0,2,AND,1,1,0.386364
4653,8,0,2,AND,1,2,0.848415
4654,0,0,0,AND,1,0,6.14002
4654,1,0,0,AND,1,1,1.91137
4654,2,0,0,AND,1,2,8.0398
4654,3,0,1,AND,1,0,4.65041
4654,4,0,1,AND,1,1,0.897244
4654,5,0,1,AND,1,2,4.9733
4654,6,0,2,AND,1,0,7.27989
4654,7,0,2,AND,1,1,0.353099
4654,8,0,2,AND,1,2,4.75021
4655,0,0,0,AND,1,0,6.14002
4655,1,0,0,AND,1,1,1.91137
4655,2,0,0,AND,1,2,8.0398
4655,3,0,1,AND,1,0,6.50533
4655,4,0,1,AND,1,1,2.53609
4655,5,0,1,AND,1,2,1.42308
4655,6,0,2,AND,1,0,1.35136
4655,7,0,2,AND,1,1,0.250252
4655,8,0,2,AND,1,2,6.10462
4656,0,0,0,AND,1,0,7.53288
4656,1,0,0,AND,1,1,2.63253
4656,2,0,0,AND,1,2,7.86432
4656,3,0,1,AND,1,0,1.21494
4656,4,0,1,AND,1,1,6.95151
4656,5,0,1,AND,1,2,0.0949126
4656,6,0,2,AND,1,0,5.21348
4656,7,0,2,AND,1,1,1.16611
4656,8,0,2,AND,1,2,2.75307
4657,0,0,0,AND,1,0,6.14002
4657,1,0,0,AND,1,1,1.91137
4657,2,0,0,AND,1,2,8.0398
4657,3,0,1,AND,1,0,6.50533
4657,4,0,1,AND,1,1,2.53609
4657,5,0,1,AND,1,2,1.42308
4657,6,0,2,AND,1,0,4.17249
4657,7,0,2,AND,1,1,0.846889
4657,8,0,2,AND,1,2,9.6176
4658,0,0,0,AND,1,0,7.87866
4658,1,0,0,AND,1,1,1.14933
4658,2,0,0,AND,1,2,9.89624
4658,3,0,1,AND,1,0,7.44896
4658,4,0,1,AND,1,1,0.268868
4658,5,0,1,AND,1,2,4.82894
4658,6,0,2,AND,1,0,9.73418
4658,7,0,2,AND,1,1,1.13498
4658,8,0,2,AND,1,2,0.850856
4659,0,0,0,AND,1,0,8.40175
4659,1,0,0,AND,1,1,2.87301
4659,2,0,0,AND,1,2,9.03867
4659,3,0,1,AND,1,0,6.60634
4659,4,0,1,AND,1,1,1.35807
4659,5,0,1,AND,1,2,2.6719
4659,6,0,2,AND,1,0,7.98425
4659,7,0,2,AND,1,1,0.280465
4659,8,0,2,AND,1,2,9.61943
4660,0,0,0,AND,1,0,8.40175
4660,1,0,0,AND,1,1,2.87301
4660,2,0,0,AND,1,2,9.03867
4660,3,0,1,AND,1,0,6.60634
4660,4,0,1,AND,1,1,2.53609
4660,5,0,1,AND,1,2,1.42308
4660,6,0,2,AND,1,0,0.432752
4660,7,0,2,AND,1,1,0.280465
4660,8,0,2,AND,1,2,7.65007
4661,0,0,0,AND,1,0,3.77026
4661,1,0,0,AND,1,1,2.36702
4661,2,0,0,AND,1,2,9.19584
4661,3,0,1,AND,1,0,7.12546
4661,4,0,1,AND,1,1,1.10019
4661,5,0,1,AND,1,2,4.40107
4661,6,0,2,AND,1,0,6.35823
4661,7,0,2,AND,1,1,0.17243
4661,8,0,2,AND,1,2,0.466018
4662,0,0,0,AND,1,0,8.40175
4662,1,0,0,AND,1,1,2.87301
4662,2,0,0,AND,1,2,9.03867
4662,3,0,1,AND,1,0,6.60634
4662,4,0,1,AND,1,1,0.45259
4662,5,0,1,AND,1,2,1.10782
4662,6,0,2,AND,1,0,3.11228
4662,7,0,2,AND,1,1,0.834986
4662,8,0,2,AND,1,2,3.7611
4663,0,0,0,AND,1,0,8.65383
4663,1,0,0,AND,1,1,2.9017
4663,2,0,0,AND,1,2,6.55721
4663,3,0,1,AND,1,0,6.77358
4663,4,0,1,AND,1,1,1.36509
4663,5,0,1,AND,1,2,4.08124
4663,6,0,2,AND,1,0,8.49086
4663,7,0,2,AND,1,1,0.382702
4663,8,0,2,AND,1,2,2.9606
4664,0,0,0,AND,1,0,0.128483
4664,1,0,0,AND,1,1,3.19559
4664,2,0,0,AND,1,2,8.70693
4664,3,0,1,AND,1,0,0.969573
4664,4,0,1,AND,1,1,1.11515
4664,5,0,1,AND,1,2,2.34535
4664,6,0,2,AND,1,0,6.59871
4664,7,0,2,AND,1,1,0.283517
4664,8,0,2,AND,1,2,2.87637
4665,0,0,0,AND,1,0,8.40175
4665,1,0,0,AND,1,1,1.91137
4665,2,0,0,AND,1,2,8.0398
4665,3,0,1,AND,1,0,6.50533
4665,4,0,1,AND,1,1,2.52876
4665,5,0,1,AND,1,2,1.42399
4665,6,0,2,AND,1,0,0.393078
4665,7,0,2,AND,1,1,1.02329
4665,8,0,2,AND,1,2,8.75698
4666,0,0,0,AND,1,0,5.78692
4666,1,0,0,AND,1,1,2.98044
4666,2,0,0,AND,1,2,7.82739
4666,3,0,1,AND,1,0,8.01538
4666,4,0,1,AND,1,1,1.07456
4666,5,0,1,AND,1,2,3.47789
4666,6,0,2,AND,1,0,1.75695
4666,7,0,2,AND,1,1,1.28971
4666,8,0,2,AND,1,2,5.20646
4667,0,0,0,AND,1,0,4.73281
4667,1,0,0,AND,1,1,2.63253
4667,2,0,0,AND,1,2,7.86432
4667,3,0,1,AND,1,0,8.75423
4667,4,0,1,AND,1,1,0.407422
4667,5,0,1,AND,1,2,2.8254
4667,6,0,2,AND,1,0,9.95148
4667,7,0,2,AND,1,1,0.730003
4667,8,0,2,AND,1,2,6.66189
4668,0,0,0,AND,1,0,8.40175
4668,1,0,0,AND,1,1,2.87301
4668,2,0,0,AND,1,2,9.03867
4668,3,0,1,AND,1,0,6.60634
4668,4,0,1,AND,1,1,3.61034
4668,5,0,1,AND,1,2,3.53435
4668,6,0,2,AND,1,0,3.0549
4668,7,0,2,AND,1,1,0.926237
4668,8,0,2,AND,1,2,3.59569
4669,0,0,0,AND,1,0,6.14002
4669,1,0,0,AND,1,1,1.91137
4669,2,0,0,AND,1,2,8.0398
4669,3,0,1,AND,1,0,6.50533
4669,4,0,1,AND,1,1,2.53609
4669,5,0,1,AND,1,2,1.42308
4669,6,0,2,AND,1,0,7.98425
4669,7,0,2,AND,1,1,0.256355
4669,8,0,2,AND,1,2,3.64116
4670,0,0,0,AND,1,0,8.40175
4670,1,0,0,AND,1,1,2.87301
4670,2,0,0,AND,1,2,9.03867
4670,3,0,1,AND,1,0,6.60634
4670,4,0,1,AND,1,1,2.64138
4670,5,0,1,AND,1,2,3.27464
4670,6,0,2,AND,1,0,9.92248
4670,7,0,2,AND,1,1,1.21311
4670,8,0,2,AND,1,2,7.62627
4671,0,0,0,AND,1,0,4.73281
4671,1,0,0,AND,1,1,2.63253
4671,2,0,0,AND,1,2,7.86432
4671,3,0,1,AND,1,0,6.50533
4671,4,0,1,AND,1,1,2.53609
4671,5,0,1,AND,1,2,1.42308
4671,6,0,2,AND,1,0,0.432752
4671,7,0,2,AND,1,1,0.761437
4671,8,0,2,AND,1,2,8.34742
4672,0,0,0,AND,1,0,6.14002
4672,1,0,0,AND,1,1,1.91137
4672,2,0,0,AND,1,2,8.0398
4672,3,0,1,AND,1,0,6.50533
4672,4,0,1,AND,1,1,2.53609
4672,5,0,1,AND,1,2,1.42308
4672,6,0,2,AND,1,0,0.432752
4672,7,0,2,AND,1,1,0.280465
4672,8,0,2,AND,1,2,6.01886
4673,0,0,0,AND,1,0,3.63689
4673,1,0,0,AND,1,1,3.05185
4673,2,0,0,AND,1,2,8.55312
4673,3,0,1,AND,1,0,7.54662
4673,4,0,1,AND,1,1,0.59328
4673,5,0,1,AND,1,2,1.63854
4673,6,0,2,AND,1,0,1.78625
4673,7,0,2,AND,1,1,1.58116
4673,8,0,2,AND,1,2,9.9765
4674,0,0,0,AND,1,0,9.94171
4674,1,0,0,AND,1,1,3.00882
4674,2,0,0,AND,1,2,8.81283
4674,3,0,1,AND,1,0,3.85296
4674,4,0,1,AND,1,1,8.26228
4674,5,0,1,AND,1,2,2.41096
4674,6,0,2,AND,1,0,2.15766
4674,7,0,2,AND,1,1,1.5952
4674,8,0,2,AND,1,2,2.65145
4675,0,0,0,AND,1,0,1.80883
4675,1,0,0,AND,1,1,2.61391
4675,2,0,0,AND,1,2,8.81283
4675,3,0,1,AND,1,0,0.180059
4675,4,0,1,AND,1,1,2.8431
4675,5,0,1,AND,1,2,0.864284
4675,6,0,2,AND,1,0,0.666829
4675,7,0,2,AND,1,1,1.16855
4675,8,0,2,AND,1,2,0.272225
4676,0,0,0,AND,1,0,8.40175
4676,1,0,0,AND,1,1,2.87301
4676,2,0,0,AND,1,2,8.94864
4676,3,0,1,AND,1,0,9.47325
4676,4,0,1,AND,1,1,0.446486
4676,5,0,1,AND,1,2,1.2711
4676,6,0,2,AND,1,0,2.86996
4676,7,0,2,AND,1,1,1.06998
4676,8,0,2,AND,1,2,6.50288
4677,0,0,0,AND,1,0,3.77026
4677,1,0,0,AND,1,1,2.36702
4677,2,0,0,AND,1,2,9.74975
4677,3,0,1,AND,1,0,3.30058
4677,4,0,1,AND,1,1,4.02264
4677,5,0,1,AND,1,2,1.37669
4677,6,0,2,AND,1,0,8.03919
4677,7,0,2,AND,1,1,1.08036
4677,8,0,2,AND,1,2,1.48717
4678,0,0,0,AND,1,0,8.40175
4678,1,0,0,AND,1,1,2.87301
4678,2,0,0,AND,1,2,8.0398
4678,3,0,1,AND,1,0,6.50533
4678,4,0,1,AND,1,1,2.53609
4678,5,0,1,AND,1,2,1.42308
4678,6,0,2,AND,1,0,2.00964
4678,7,0,2,AND,1,1,1.6538
4678,8,0,2,AND,1,2,0.830103
4679,0,0,0,AND,1,0,5.24674
4679,1,0,0,AND,1,1,5.03769
4679,2,0,0,AND,1,2,6.94754
4679,3,0,1,AND,1,0,6.60634
4679,4,0,1,AND,1,1,1.35807
4679,5,0,1,AND,1,2,2.6719
4679,6,0,2,AND,1,0,2.70241
4679,7,0,2,AND,1,1,1.52409
4679,8,0,2,AND,1,2,8.1106
4680,0,0,0,AND,1,0,9.94171
4680,1,0,0,AND,1,1,3.00882
4680,2,0,0,AND,1,2,8.81283
4680,3,0,1,AND,1,0,7.11264
4680,4,0,1,AND,1,1,0.38728
4680,5,0,1,AND,1,2,0.0244148
4680,6,0,2,AND,1,0,6.25202
4680,7,0,2,AND,1,1,0.477615
4680,8,0,2,AND,1,2,1.90466
4681,0,0,0,AND,1,0,8.40175
4681,1,0,0,AND,1,1,2.87301
4681,2,0,0,AND,1,2,9.72045
4681,3,0,1,AND,1,0,9.50804
4681,4,0,1,AND,1,1,0.612812
4681,5,0,1,AND,1,2,2.80801
4681,6,0,2,AND,1,0,4.10779
4681,7,0,2,AND,1,1,1.03092
4681,8,0,2,AND,1,2,5.18113
4682,0,0,0,AND,1,0,3.77026
4682,1,0,0,AND,1,1,2.36702
4682,2,0,0,AND,1,2,9.19584
4682,3,0,1,AND,1,0,7.69982
4682,4,0,1,AND,1,1,4.86831
4682,5,0,1,AND,1,2,0.126652
4682,6,0,2,AND,1,0,2.61177
4682,7,0,2,AND,1,1,1.87658
4682,8,0,2,AND,1,2,2.60384
4683,0,0,0,AND,1,0,2.63436
4683,1,0,0,AND,1,1,3.86761
4683,2,0,0,AND,1,2,7.62505
4683,3,0,1,AND,1,0,2.61391
4683,4,0,1,AND,1,1,3.08969
4683,5,0,1,AND,1,2,2.90506
4683,6,0,2,AND,1,0,7.94214
4683,7,0,2,AND,1,1,1.48289
4683,8,0,2,AND,1,2,0.993683
4684,0,0,0,AND,1,0,8.40175
4684,1,0,0,AND,1,1,2.87301
4684,2,0,0,AND,1,2,9.03867
4684,3,0,1,AND,1,0,6.60634
4684,4,0,1,AND,1,1,2.52876
4684,5,0,1,AND,1,2,1.42308
4684,6,0,2,AND,1,0,0.432752
4684,7,0,2,AND,1,1,0.525834
4684,8,0,2,AND,1,2,1.1829
4685,0,0,0,AND,1,0,6.14002
4685,1,0,0,AND,1,1,1.91137
4685,2,0,0,AND,1,2,8.0398
4685,3,0,1,AND,1,0,4.65041
4685,4,0,1,AND,1,1,1.35807
4685,5,0,1,AND,1,2,3.53435
4685,6,0,2,AND,1,0,0.432752
4685,7,0,2,AND,1,1,0.280465
4685,8,0,2,AND,1,2,7.01224
4686,0,0,0,AND,1,0,8.40175
4686,1,0,0,AND,1,1,2.87301
4686,2,0,0,AND,1,2,9.03867
4686,3,0,1,AND,1,0,6.60634
4686,4,0,1,AND,1,1,1.07456
4686,5,0,1,AND,1,2,0.143742
4686,6,0,2,AND,1,0,1.5595
4686,7,0,2,AND,1,1,1.06571
4686,8,0,2,AND,1,2,0.534074
4687,0,0,0,AND,1,0,7.57134
4687,1,0,0,AND,1,1,2.91604
4687,2,0,0,AND,1,2,8.28364
4687,3,0,1,AND,1,0,4.54238
4687,4,0,1,AND,1,1,3.41746
4687,5,0,1,AND,1,2,3.50963
4687,6,0,2,AND,1,0,2.39448
4687,7,0,2,AND,1,1,1.42705
4687,8,0,2,AND,1,2,2.8019
4688,0,0,0,AND,1,0,6.14002
4688,1,0,0,AND,1,1,1.91137
4688,2,0,0,AND,1,2,8.0398
4688,3,0,1,AND,1,0,6.50533
4688,4,0,1,AND,1,1,2.53609
4688,5,0,1,AND,1,2,1.42308
4688,6,0,2,AND,1,0,0.432752
4688,7,0,2,AND,1,1,1.18595
4688,8,0,2,AND,1,2,8.24732
4689,0,0,0,AND,1,0,4.73281
4689,1,0,0,AND,1,1,2.63253
4689,2,0,0,AND,1,2,7.86432
4689,3,0,1,AND,1,0,8.75423
4689,4,0,1,AND,1,1,0.407422
4689,5,0,1,AND,1,2,2.8254
4689,6,0,2,AND,1,0,4.95712
4689,7,0,2,AND,1,1,0.191656
4689,8,0,2,AND,1,2,8.79513
4690,0,0,0,AND,1,0,0.348827
4690,1,0,0,AND,1,1,4.54085
4690,2,0,0,AND,1,2,8.04682
4690,3,0,1,AND,1,0,4.15082
4690,4,0,1,AND,1,1,2.88034
4690,5,0,1,AND,1,2,1.26011
4690,6,0,2,AND,1,0,5.97369
4690,7,0,2,AND,1,1,0.84048
4690,8,0,2,AND,1,2,2.78054
4691,0,0,0,AND,1,0,4.98917
4691,1,0,0,AND,1,1,2.77535
4691,2,0,0,AND,1,2,8.2458
4691,3,0,1,AND,1,0,1.38707
4691,4,0,1,AND,1,1,2.96701
4691,5,0,1,AND,1,2,1.31504
4691,6,0,2,AND,1,0,5.31541
4691,7,0,2,AND,1,1,1.43956
4691,8,0,2,AND,1,2,4.70016
4692,0,0,0,AND,1,0,8.40175
4692,1,0,0,AND,1,1,2.87301
4692,2,0,0,AND,1,2,9.03867
4692,3,0,1,AND,1,0,6.60634
4692,4,0,1,AND,1,1,1.35807
4692,5,0,1,AND,1,2,2.6719
4692,6,0,2,AND,1,0,7.98425
4692,7,0,2,AND,1,1,0.792566
4692,8,0,2,AND,1,2,6.06189
4693,0,0,0,AND,1,0,5.78692
4693,1,0,0,AND,1,1,2.98044
4693,2,0,0,AND,1,2,8.36146
4693,3,0,1,AND,1,0,4.91531
4693,4,0,1,AND,1,1,1.33244
4693,5,0,1,AND,1,2,2.8724
4693,6,0,2,AND,1,0,3.03201
4693,7,0,2,AND,1,1,0.772118
4693,8,0,2,AND,1,2,6.36891
4694,0,0,0,AND,1,0,7.87866
4694,1,0,0,AND,1,1,1.14933
4694,2,0,0,AND,1,2,9.89624
4694,3,0,1,AND,1,0,7.44896
4694,4,0,1,AND,1,1,0.268868
4694,5,0,1,AND,1,2,0.694601
4694,6,0,2,AND,1,0,3.0549
4694,7,0,2,AND,1,1,1.83477
4694,8,0,2,AND,1,2,7.82495
4695,0,0,0,AND,1,0,4.73281
4695,1,0,0,AND,1,1,2.63253
4695,2,0,0,AND,1,2,7.86432
4695,3,0,1,AND,1,0,8.75423
4695,4,0,1,AND,1,1,0.407422
4695,5,0,1,AND,1,2,2.6719
4695,6,0,2,AND,1,0,7.98425
4695,7,0,2,AND,1,1,0.303049
4695,8,0,2,AND,1,2,8.93063
4696,0,0,0,AND,1,0,8.40175
4696,1,0,0,AND,1,1,2.63253
4696,2,0,0,AND,1,2,7.86432
4696,3,0,1,AND,1,0,8.75423
4696,4,0,1,AND,1,1,1.25614
4696,5,0,1,AND,1,2,0.443739
4696,6,0,2,AND,1,0,4.99496
4696,7,0,2,AND,1,1,0.978423
4696,8,0,2,AND,1,2,1.99683
4697,0,0,0,AND,1,0,2.80984
4697,1,0,0,AND,1,1,3.48582
4697,2,0,0,AND,1,2,7.9107
4697,3,0,1,AND,1,0,0.969573
4697,4,0,1,AND,1,1,1.11515
4697,5,0,1,AND,1,2,1.31504
4697,6,0,2,AND,1,0,5.08805
4697,7,0,2,AND,1,1,1.66265
4697,8,0,2,AND,1,2,9.01181
4698,0,0,0,AND,1,0,8.40175
4698,1,0,0,AND,1,1,2.87301
4698,2,0,0,AND,1,2,9.03867
4698,3,0,1,AND,1,0,9.19217
4698,4,0,1,AND,1,1,3.61034
4698,5,0,1,AND,1,2,0.694601
4698,6,0,2,AND,1,0,5.04227
4698,7,0,2,AND,1,1,1.5067
4698,8,0,2,AND,1,2,0.449843
4699,0,0,0,AND,1,0,8.40175
4699,1,0,0,AND,1,1,2.87301
4699,2,0,0,AND,1,2,9.03867
4699,3,0,1,AND,1,0,6.60634
4699,4,0,1,AND,1,1,2.53609
4699,5,0,1,AND,1,2,1.42308
4699,6,0,2,AND,1,0,5.19272
4699,7,0,2,AND,1,1,1.82592
4699,8,0,2,AND,1,2,3.84808
4700,0,0,0,AND,1,0,0.783105
4700,1,0,0,AND,1,1,2.81503
4700,2,0,0,AND,1,2,8.0398
4700,3,0,1,AND,1,0,4.65041
4700,4,0,1,AND,1,1,1.35807
4700,5,0,1,AND,1,2,3.53435
4700,6,0,2,AND,1,0,1.62297
4700,7,0,2,AND,1,1,0.98117
4700,8,0,2,AND,1,2,4.42885
4701,0,0,0,AND,1,0,1.70385
4701,1,0,0,AND,1,1,0.678732
4701,2,0,0,AND,1,2,9.1232
4701,3,0,1,AND,1,0,9.50804
4701,4,0,1,AND,1,1,2.20008
4701,5,0,1,AND,1,2,0.649129
4701,6,0,2,AND,1,0,6.29444
4701,7,0,2,AND,1,1,0.991546
4701,8,0,2,AND,1,2,0.104068
4702,0,0,0,AND,1,0,0.128483
4702,1,0,0,AND,1,1,3.19559
4702,2,0,0,AND,1,2,8.70693
4702,3,0,1,AND,1,0,8.27326
4702,4,0,1,AND,1,1,3.15165
4702,5,0,1,AND,1,2,1.89612
4702,6,0,2,AND,1,0,9.95148
4702,7,0,2,AND,1,1,0.653706
4702,8,0,2,AND,1,2,8.96512
4703,0,0,0,AND,1,0,6.09882
4703,1,0,0,AND,1,1,4.39283
4703,2,0,0,AND,1,2,6.62435
4703,3,0,1,AND,1,0,3.45225
4703,4,0,1,AND,1,1,5.18143
4703,5,0,1,AND,1,2,3.17881
4703,6,0,2,AND,1,0,4.97421
4703,7,0,2,AND,1,1,1.34892
4703,8,0,2,AND,1,2,0.212409
4704,0,0,0,AND,1,0,4.73281
4704,1,0,0,AND,1,1,2.63253
4704,2,0,0,AND,1,2,7.86432
4704,3,0,1,AND,1,0,8.75423
4704,4,0,1,AND,1,1,1.35807
4704,5,0,1,AND,1,2,3.53435
4704,6,0,2,AND,1,0,5.77471
4704,7,0,2,AND,1,1,0.231025
4704,8,0,2,AND,1,2,0.59328
4705,0,0,0,AND,1,0,9.04691
4705,1,0,0,AND,1,1,2.74575
4705,2,0,0,AND,1,2,7.65435
4705,3,0,1,AND,1,0,0.491653
4705,4,0,1,AND,1,1,0.890225
4705,5,0,1,AND,1,2,4.11634
4705,6,0,2,AND,1,0,1.90527
4705,7,0,2,AND,1,1,1.42979
4705,8,0,2,AND,1,2,9.04447
4706,0,0,0,AND,1,0,4.73281
4706,1,0,0,AND,1,1,2.63253
4706,2,0,0,AND,1,2,7.86432
4706,3,0,1,AND,1,0,8.75423
4706,4,0,1,AND,1,1,0.407422
4706,5,0,1,AND,1,2,2.8254
4706,6,0,2,AND,1,0,1.17435
4706,7,0,2,AND,1,1,1.66417
4706,8,0,2,AND,1,2,3.68175
4707,0,0,0,AND,1,0,6.14002
4707,1,0,0,AND,1,1,1.91137
4707,2,0,0,AND,1,2,8.0398
4707,3,0,1,AND,1,0,6.50533
4707,4,0,1,AND,1,1,2.53609
4707,5,0,1,AND,1,2,1.42308
4707,6,0,2,AND,1,0,9.05362
4707,7,0,2,AND,1,1,1.54118
4707,8,0,2,AND,1,2,8.72585
4708,0,0,0,AND,1,0,8.40175
4708,1,0,0,AND,1,1,2.87301
4708,2,0,0,AND,1,2,9.03867
4708,3,0,1,AND,1,0,4.65041
4708,4,0,1,AND,1,1,1.35807
4708,5,0,1,AND,1,2,1.6126
4708,6,0,2,AND,1,0,6.90268
4708,7,0,2,AND,1,1,1.34709
4708,8,0,2,AND,1,2,5.6859
4709,0,0,0,AND,1,0,8.40175
4709,1,0,0,AND,1,1,2.87301
4709,2,0,0,AND,1,2,7.1572
4709,3,0,1,AND,1,0,4.30769
4709,4,0,1,AND,1,1,3.32865
4709,5,0,1,AND,1,2,3.3607
4709,6,0,2,AND,1,0,9.97497
4709,7,0,2,AND,1,1,0.525834
4709,8,0,2,AND,1,2,4.41023
4710,0,0,0,AND,1,0,7.57134
4710,1,0,0,AND,1,1,2.91604
4710,2,0,0,AND,1,2,8.28364
4710,3,0,1,AND,1,0,0.434278
4710,4,0,1,AND,1,1,0.68392
4710,5,0,1,AND,1,2,1.0889
4710,6,0,2,AND,1,0,6.79922
4710,7,0,2,AND,1,1,0.816675
4710,8,0,2,AND,1,2,6.64235
4711,0,0,0,AND,1,0,0.128483
4711,1,0,0,AND,1,1,3.19559
4711,2,0,0,AND,1,2,8.70693
4711,3,0,1,AND,1,0,8.27326
4711,4,0,1,AND,1,1,3.15561
4711,5,0,1,AND,1,2,0.534074
4711,6,0,2,AND,1,0,1.62603
4711,7,0,2,AND,1,1,0.653706
4711,8,0,2,AND,1,2,8.82137
4712,0,0,0,AND,1,0,8.40175
4712,1,0,0,AND,1,1,2.87301
4712,2,0,0,AND,1,2,8.0398
4712,3,0,1,AND,1,0,4.65041
4712,4,0,1,AND,1,1,1.35807
4712,5,0,1,AND,1,2,3.53435
4712,6,0,2,AND,1,0,2.16559
4712,7,0,2,AND,1,1,1.70995
4712,8,0,2,AND,1,2,3.2139
4713,0,0,0,AND,1,0,6.14002
4713,1,0,0,AND,1,1,1.91137
4713,2,0,0,AND,1,2,8.0398
4713,3,0,1,AND,1,0,6.50533
4713,4,0,1,AND,1,1,2.53609
4713,5,0,1,AND,1,2,1.42308
4713,6,0,2,AND,1,0,5.63128
4713,7,0,2,AND,1,1,1.29215
4713,8,0,2,AND,1,2,8.3758
4714,0,0,0,AND,1,0,8.40175
4714,1,0,0,AND,1,1,2.87301
4714,2,0,0,AND,1,2,9.03867
4714,3,0,1,AND,1,0,6.60634
4714,4,0,1,AND,1,1,2.53609
4714,5,0,1,AND,1,2,1.42308
4714,6,0,2,AND,1,0,0.432752
4714,7,0,2,AND,1,1,1.00314
4714,8,0,2,AND,1,2,2.59529
4715,0,0,0,AND,1,0,6.14002
4715,1,0,0,AND,1,1,1.91137
4715,2,0,0,AND,1,2,8.0398
4715,3,0,1,AND,1,0,4.65041
4715,4,0,1,AND,1,1,1.35807
4715,5,0,1,AND,1,2,3.53435
4715,6,0,2,AND,1,0,4.17646
4715,7,0,2,AND,1,1,0.699789
4715,8,0,2,AND,1,2,8.70357
4716,0,0,0,AND,1,0,6.14002
4716,1,0,0,AND,1,1,1.91137
4716,2,0,0,AND,1,2,8.0398
4716,3,0,1,AND,1,0,6.50533
4716,4,0,1,AND,1,1,2.53609
4716,5,0,1,AND,1,2,1.42308
4716,6,0,2,AND,1,0,5.27421
4716,7,0,2,AND,1,1,1.28788
4716,8,0,2,AND,1,2,6.5981
4717,0,0,0,AND,1,0,2.83151
4717,1,0,0,AND,1,1,2.47871
4717,2,0,0,AND,1,2,9.42961
4717,3,0,1,AND,1,0,3.28623
4717,4,0,1,AND,1,1,2.43416
4717,5,0,1,AND,1,2,1.58727
4717,6,0,2,AND,1,0,6.16474
4717,7,0,2,AND,1,1,0.625935
4717,8,0,2,AND,1,2,2.37281
4718,0,0,0,AND,1,0,6.14002
4718,1,0,0,AND,1,1,1.91137
4718,2,0,0,AND,1,2,8.0398
4718,3,0,1,AND,1,0,4.65041
4718,4,0,1,AND,1,1,1.75939
4718,5,0,1,AND,1,2,3.84106
4718,6,0,2,AND,1,0,0.182195
4718,7,0,2,AND,1,1,0.134587
4718,8,0,2,AND,1,2,1.22135
4719,0,0,0,AND,1,0,6.14002
4719,1,0,0,AND,1,1,1.91137
4719,2,0,0,AND,1,2,8.0398
4719,3,0,1,AND,1,0,6.41224
4719,4,0,1,AND,1,1,1.20731
4719,5,0,1,AND,1,2,0.534074
4719,6,0,2,AND,1,0,1.62603
